product,title,date,rating,body
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Fast!,"Reviewed in the United States on October 29, 2022",5.0,I’ve been wanting to switch from my pc. Everything else I own is Apple. When the prime day price popped up I couldn’t resist. It is definitely a learning curve but fairly easy to get used to. As far as I can see I don’t need to add any programs. I was able to migrate everything from my PC and this baby is FAST!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Amazing Student Laptop,"Reviewed in the United States on October 29, 2022",5.0,I’ve only been using my MacBook Air for a few weeks now but it’s already the best purchase I’ve made in a long time. I was debating getting either a windows or an apple computer and decided in the end to get this MacBook Air. The screen itself is amazing and I love how smooth the keyboard types. And as someone who has a phone and an iPad it’s so convenient having all my devices synced up. Highly recommend!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Smells moldy.,"Reviewed in the United States on October 29, 2022",3.0,"Was excited to finally open my MacBook. Took out of the brown apple box, then took wrapping off of the white box. Slowly let it open like the awesome packaging does.. then boom! Smells like mold/mildew… Tried thinking it was the box, closed it up, with computer and charger out. Computer fired right up, the power cord seems to be the smelly part. When I unwrapped it it left a sticky residue only my hands and the room just smells of moldy mildew. Not the apple experience I expected…"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Packs a punch but m1 is not perfect.,"Reviewed in the United States on October 29, 2022",4.0,"I own a business(photography business) and first and foremost being able to travel lightly but efficiently was key.  The MBA is an amazing little tool for the form factor that it is.  It is a quick little machine with ZERO noise.  Can you believe that?  Stick with me and I will try and keep it simple enough.  Processing power is ""decent"".  It does not wow me, especially with graphics intensive workflows like Lightroom, Photoshop and Panoramic building.  Everything else it works just as intended and no real hiccups.  Being that my business is in the creative realm I import a TON of data via USB and the macbook air's inputs.  I must say I am completely up in arms with the inputs in this decive and would imagine the inputs in the Macbook Pro would operate in the same fashion.For instance it took almost 1 hour to input a 64gb SD card.  For real?  This is appalling and do believe there is something inhibiting the performance of this transfer as the cards write at 90mb/s.-Pros-Small Form FactorSilentDecent Processing PowerLight-Cons-Onboard Graphics very low spec2 IO PortsExtremely slow IO ports for being ""USB 4.0""If the USB inputs were better Id give this a 5 star.  When importing data it is just abysmal."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love It,"Reviewed in the United States on October 29, 2022",5.0,Went from a 2011 to this! Love it!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","New, fast and fantastic","Reviewed in the United States on October 29, 2022",5.0,Came as expected in a sealed box and package. Something about a new laptop that makes you feel so motivated to tackle all your tasks. Nothing beats a new Macbook
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","Smells like a damp, musty basement","Reviewed in the United States on October 29, 2022",5.0,Not sure where these laptops were stored but the musty smell was overpowering when I opened up the box.  The main culprit was the power cord.  I went online to find a solution and found multiple complaints about this model’s cord.  LOVE the computer….hate the cord smell.  Luckily it stays charged so long that I can put it in another room to charge every 3rd day.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love my new computer 😍,"Reviewed in the United States on October 29, 2022",5.0,I love how lite it is and it’s so cute. Love the brightness and the design
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Feels Premium,"Reviewed in the United States on October 29, 2022",5.0,"This is my first macbook and thank you for changing the shipping restrictions, I was able to buy one. I am still adjusting with the keyboard and the OS coming from a long time windows user. The battery life is amazing. Better than my windows laptop. Hopefully I can buy the higher specs next time, I don't mind paying the tax. I originally wanted to get the 16gb ram and 1tb storage, but it doesn't ship to my location. And thanks for the fast shipping."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Smooth experience. Top build quality,"Reviewed in the United States on October 29, 2022",5.0,"I got it as a gift for my wife and she loves it. Though I'm not into the Apple eco, I am really impressed by the build, popping screen, and sleekness. I guess those are the general expectations.If Linux is not a must for you, I really recommend you go for the Macs.Shipping and handling were on point."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excellent,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,"I’ve had it for less than 24 hrs and this is my first MacBook so my assessment is short. One word : QUALITY. The look, the feel, the essence….all of it screams EXCELLENCE."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Very fast,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,This 13.3” MacBook Air is awesome!! Way better than my HP. Very happy with this purchase.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excelente compra,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,Para uso básico en casa es super cómoda de buen tamaño y tiene todo lo que requiero.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",A fine piece of hardware,"Reviewed in the United States 🇺🇸 on December 6, 2022",4.0,"What I liked: Apple's construction quality is second to none. Unboxing this is a delight, it's just a beautiful machine. You can start working with it as soon as the initial setup is done, which might take a few minutes. Love the display, bright colors, nice resolution, everything looks crisp. Keys are a delight to type with, real smooth. Battery life is the best I've ever witnessed, I just recharge this thing every other day, whereas my previous laptop would use three rounds of charge a day (and I had for just one year).What I disliked: some of my favorite apps are still not ready for Apple Silicon or M1 chip. It's given me two or three random reboots with cryptic error logs already. And coming from over 25 years using mostly Windows (and some 2-3 years using Linux) I feel like I have to rewire my brain to start using the fn, control, option & command keys properly.All in all, it's a really solid laptop although I feel like I still haven't made the most out of it. No heavy usage so far, except for some minor audio production work. Guess I'll do it eventually. Hope app compatibility gets better with time too, that's the reason for the missing star up there, otherwise, it would've been 5-stars all the way."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Happy with my purchase,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,have no complaints. delivery was fast too.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",This is my very first Mac!,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,"I've had and used iPhones from the beginning and had iPads since the iPad 2 but this is my very first Mac and I thought it might be a lot to learn this OS but things were familiar cuz I've used and owned iPads and iPhones.  I'm still having to learn a few things and had to Google questions on how to do somethings but it's been a good experience.  I really didn't expect that.  I love the OS BIG SUR and now can't wait to the next OS.  I only got 256gb cuz I didn't know if I would like this plus I knew i had to learn the OS.  Now, I'm waiting for the M2 Mac Book Pro, i plan to invest a lot more money into that one now I know that I like the Apple OS.  Looking at getting 2tb 32gigs of ram!  I like that it runs the apps from iOS or iPadOS!  I wish the screen was better though.  I'm talking at least mini-led but would prefer OLED for what I use it for.  Battery life is amazing! Camera quality sucks.  Come on Apple, give us the 2021 M1 iPad Pro camera and stop being so cheap!I'm happy with my purchase.  I will probably give this to my mom when the M2 MacBook Pro comes out!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","Recent Mac Convert, Extremely Happy","Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,"I've worked on and serviced Macs for many years, but I've never considered purchasing one for the price. Macs have never been a good value. I wanted a $1000 laptop, and my choices quickly narrowed to this. It has the best laptop processor and the best screen money can buy, especially at this price. The battery life on MacBooks is always good, so I knew that wouldn't be an issue.After purchase, I've come to the same conclusions. The screen is wonderful. Bright and high res, excellent color accuracy. The M1 processor speed has blown me away with its performance. I don't need much RAM or Storage, so I'm still happy with that. I do wish for more RAM, but I don't necessarily need it for my work I do. What has blown my mind more than anything else is the battery life. I've never had a laptop like this. I don't have to carry a charger with me anymore: the MacBook easily handles a full day of charge. I also like the fact that it doesn't have a fan. I don't have to worry about thermals when getting comfy in my bed and doing some light work.Overall, best laptop I've ever purchased. I've had no issues over more than a month of ownership, and I'm super picky about tech as well as slightly anti-Apple, so I've basically converted because of this machine."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excelente calidad,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,"Muy buen producto. Excelente calidad audio sonido y gráficos, perfecta laptop para estudiante , para jugar sólo juegos para Mac , por lo demás perfecta"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Perfect and compact laptop,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,Perfect laptop for a prefect price
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excellent battery life!!!!,"Reviewed in the United States 🇺🇸 on December 6, 2022",5.0,Great laptop with excellent battery Life!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Excellent price,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,Great price for this MacBook. This replaced an old HP laptop. It’s easy to navigate. Small and compact for carrying around if needed.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","Purchased for my niece, not my cup of tea","Reviewed in the United States 🇺🇸 on December 8, 2022",4.0,Decent laoptop but PCs offer greater functionality for the $1K+ price tag. Performance and speed average when considering the price.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Blown Away!,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,"I was scared jumping from my 2020 MBP-16 to a MB-Air.  But I wanted lighter and figured I could carry both if I need the power of my Pro.  Ummmm, I don't need my Pro.  This thing blows my almost brand new Intel based MBP!  Now, there have been some anomalies with different apps and things.  No show stoppers.  But you can clearly tell which apps were updated for the M1 and which weren't  They work fine, but take a several seconds to open.One process I use it for is livestreaming our church services using OBS, and iPhone and a USB Audio device for the feed from the mixer.  All of this is streamed only to FB Live and recorded on machine.  On the MBP, this all worked fine, but the battery couldn't keep up, even plugged in.  Had the same issue on my 2018 MBP 13"".  But the M1 does all of this without any issues from a power perspective.  Plus, it's much more stable for this use than the MBP.  I would get a lot of sticking video on the MBP and have, so far, received none on the M1.Very happy with the price too.  But, get as much memory and disk space as you can afford.  Can't have too much."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Quick low profile laptop for lightweight Applications,"Reviewed in the United States 🇺🇸 on December 8, 2022",4.0,"ProsWorksNo fan - super quietScreen resolution decent and looks good from most anglessuper-fast response time during usewakes up from sleep instantlylooks nice (for a laptop)not super heavyIf you check your email, listen to Spotify, shop online (Amazon), web browse, watch Youtube videos, Zoom calls, work with Apple Photos, look at PDF's, Use Google Docs/spreadsheets - this is a great laptopConsSome software is not compatible or has problems with the M1 Apple CPU ( not that I've experienced but this might impact you)No Built-in cam cover for $1000+ laptop - and according to apple if you use your own you can damage your screen - https://support.apple.com/en-us/HT211148When you open the laptop unless you're super careful you smudge the laptop camera/that general area - that or you open it from the sidesno LED light indicator for if the laptop is on, sleep mode, charging, fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons - but you can pin this in the top-right menu bar or and it's in the control centerside note OSOn the login screen of Big Sur, you can see the battery icon but not the exact percentage you have left - have to log in for thatstill have to manually turn on ""show thousand separators"" on the calculator app"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",MAC,"Reviewed in the United States 🇺🇸 on December 8, 2022",4.0,Perfect size to carry anywhere!  I love this small laptop. The screen quality is great and touch screen is easy to use!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",I need to take a couple more classes at Apple Store.,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,I want to write my memoirs for my 15 Grandchildren and 5 Great Grandchildren.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Great Laptop for my Daughter,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,"Great laptop for my daughter - she uses Apple Arcade to play games for a low monthly price. The inclusion of productivity apps is great for school as well, and ‘Find My’ feature allows us to worry less if she misplaced for a bit."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Apple has done it again!  M1 Beast!,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,"I jumped out of the “Ecosystem” a little while back. Last had a MacBook Pro 13” in about 2015 when we had real ports. I realize those days aren’t coming back and it’s #HubLife or #NoLife. But I’ve been underwhelmed with Apples offerings for a minute.When I started reading up and watching vids on the new M1 I was sold. I’m all in now. This Air is an absolute unit of a machine. I really see no reason for anyone to get the Pro, unless you’re getting the soon to be released updated 16” pro. This bad boy will do all that most people need.Let me say first off, the battery life is phenomenal. I can take it on the go and use it all day with no issues at all. I didn’t even pack my charger with me today. I can carry it in a simple sleeve and I’m good to go. Plus it’s lighter than the pro as well.Performance is spectacular. It runs circles around anything else I have that’s windows based. In testing, I’ve seen it surpass or hold its own, against prior MacBook Pro models. Even those with dedicated graphics.For the majority of people, this is going to be their go to laptop. What you get for an entry level Mac is stellar. This is my recommendation for anyone outside of a hardcore video/photo editor. But even then, in a pinch it will get the job done."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","Junk product, junk service","Reviewed in the United States 🇺🇸 on December 8, 2022",1.0,"I received this as a Christmas gift 4 months ago and have used it at home since. It was never dropped or in anyway handled roughly and sat in the same place on my table. Yesterday it developed horizontal lines throughout the display.  When I called customer service they were very helpful and set up an appointment with the repair desk on 14 th street in Manhattan. The guy there took a look and said that the MacBook was “damaged” that the display was cracked under the glass, and the repair would cost $500.When I explained that NOTHING had happened to the computer but the Apple guy first suggested that my dog did it. He then said it could have been caused by closing it on a cord.  That is at least theoretically possible though I in fact did not close a cord in there. The damage he pointed to was not anywhere near the hinge where a cord might cause pressure, but at the top of the screen where closing would cause the least pressure if a cord were in the way.  All I know is that one morning the display was screwed up.  Later,  when I wiped the screen with a piece of cloth to try and photograph the 1/2 inch crack, it extended down screen and the display went black.If the computer can be damaged by being closed, it violates New York’s implied warranty of merchantability, matter how much Apple tries to avoid standing behind its incredibly crappy product.I would be interested in forming a class action based on the fact that this flimsy product does not perform the functions of a laptop computer."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",The camera feature is fine!!!,"Reviewed in the United States 🇺🇸 on December 8, 2022",5.0,"I needed a new computer desperately, (screen broke and volume malfunctioned on my beloved old Asus transformer), so after much research about Macs online, I ordered a new MacBook Air. Most of the online reviews and info praised it except for the camera, and in this current pandemic Zoom world, that was a must!  However, I couldn't imagine a new apple  computer having a worse camera than my old iPhone 6 which I am still happily using, so I took a chance! The laptop is awesome on so many levels! New M1 chip, super fast everything, and fantastic color display!The sound and yes, the camera, are phenomenal! I can only assume the bad camera reviews were made by video bloggers that need extreme HD resolution. I just do average work on my computer, so no problem there! I am thoroughly enjoying surfing online, streaming videos, and Zooming with great clarity. I needed to clarify this camera issue for those holding back from purchasing such a great computer just due to those negative camera opinions, as I was. If I had read my review or one similar to it, it would have eased my mind. So, unless you're a vlogger , fear not!It's a fantastic computer in every sense of the word! (Not to mention the $999 price for a new Mac!) Get it!!! You won't regret it! The rose gold is especially pretty!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",very good mac,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,must buy
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love it!!,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,"Received it yesterday in the morning and I love it! The only negative thing I have to say is that it doesn't bring any USB ports. It's the newer version so make sure to get adapters. But overall, couldn't be happier!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Love it,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,Good purchase with discount.Save 200 dollars and quality is the best.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Perfect gift for my lovely wi-fi),"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,Exellent! Thanks a lot!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Works perfectly,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,The light weight and screen touch.  Personal
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Laptop wonderful,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,Just like the laptop
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Poorly made and easy to break,"Reviewed in the United States 🇺🇸 on January 12, 2023",3.0,"It’s a standard Mac, there are no bells and whistles. If you’ve owned a Mac of any kind before, there’s nothing new here.It’s about 15% faster than the Intel version, however on some apps it might be slower or exactly the same.The Retina screen sort of works but only on apps that support Retina. Otherwise, it scales back to 1440x900.The build quality is not very good and it’s easy to break.I had mine for 5 days and the keyboard keys stopped working, or work intermittently.Also, it does not use MagSafe, so there’s a possibility you can knock your MacBook Air by tripping on the charging cable.It also doesn’t support USB-A, so you’ll have to buy an adapter."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",I LOVE ITTTT!!!!,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,I love this MacBook but the only thing is that my caps lock doesn't work well I try to turn it on and doesn't work unless I hit it in the right spot.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Recent Windows Convert......,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,"I have used Microsoft Windows based computers 100% since 1985.  Now for the 1st time I decided to try Apple out instead to see how Windows compares to a MacBook.  Only been a few days and I already see things unfamiliar I am learning. So far...I have to say the speed of the new M1 processor compared to any of the Windows 10 computers is very impressive and just the speed and ""faster response"" the MacBook seems to have combined with the programs I have downloaded and a few I purchased I would have to say I prefer the MacBook.  I added a 7 port USB hub and a trackball I use instead of the built in pad but other then that I have not changed a thing.  It definitely does everything I need it to do both business related an for pleasure.  I also enjoy the small portable size and will be taking it on it's first trip in just a few days.  If anyone is a current Windows user and is considering the switch to try out a MacBook I would say go for it and do not look back....If you purchase one and later decide you would prefer not to stick with it a MacBook seems to hold their value much better then the majority of Windows based computers out there."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Perfect computer,"Reviewed in the United States 🇺🇸 on January 12, 2023",5.0,"First off: this computer is extremely lightweight, well built, and beautiful. Yes this is the new MacBook Air M1. And it arrived with 4 days after shipping (bad weather slowed it down so it arrived late).Battery: I’ve been on my computer for 12 hours today and battery is at 64%. I’ve had it for 3 days. And have only charged it once.  And that was when it arrived while I set up.  The computer is very quiet it and does not get hot. I’ve had several tabs open and applications at once and it didn’t even slow down or run hot.Camera: FaceTime calls are beautiful on here. Facebook messenger, you look a little yellow, but other people look perfect(probably lighting issue)Sound: is amazing, the best I have had on any computer. Crystal clear sound. This computer gets really loudSpeed: this computer is extremely fast.  Internet sites load with a second. As soon as you sign in it’s an instant log on to your screen with no waiting for application to load.This by far the best computer I’ve had. If you are looking at your first MacBook laptop this is great(this is my first also). If you are looking to upgrade a really old MacBook model you will love this. Worth the money!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",I thought it was brand new.,"Reviewed in the United States on November 2, 2022",5.0,"This item was described as having cosmetic damages but after having it for 8 months, I can't tell that it was ever used by anybody else. Came exactly as advertised and has been the best laptop I've ever owned."
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","A master of speed, heat management, and battery life","Reviewed in the United States on November 2, 2022",5.0,"Likes: happy wifeBut seriously, I’m not a MacOS user, personally, but my wife is and she loves it. Her old 2012 Macbook Pro could finally be put to rest.These machines last a LONG time. The battery life easily lasts her two full days of use (probably around 15 hours).As a nurse, she’s constantly looking up new techniques or reviewing current literature, so her next laptop needed to be power-efficient, but powerful.The M1 does just that.The screen quality is second to none as you can expect from Apple products.This particular mac (2020 MacBook Air M113”) does NOT have the touchbar that thePros do — and we’re glad! It felt out of place when we were trying out the new lineup of Macs.This Air also has the “new” keyboard— which is just Apple going back to their old style of chiclet keyboard—a fan favorite.Also, this Air never gets hot. This is something new to me as I’m used to devices running too hot after long usage, but the Air’s M1 is so efficient the laptop doesn’t need a fan!"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Nice laptop!,"Reviewed in the United States on November 2, 2022",5.0,Great battery life and overall performance! If you need compact yet fast laptop there is no better choice.
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",amazing laptop,"Reviewed in the United States on November 2, 2022",5.0,"bought macbook after using windows for 15 years, it's amazing"
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray",Fast and easy to use,"Reviewed in the United States on November 2, 2022",5.0,Not a touch screen but has a beautiful picture that's easy to read off of. Perfect for my needs!
"Amazon.com: Customer reviews: Apple 2020 MacBook Air Laptop M1 Chip, 13&#34; Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Gray","2020 Apple MacBook Air Laptop: Apple M1 Chip, 13”","Reviewed in the United States on November 2, 2022",5.0,Works fine. As expected. Arrived very well packaged and was super easy to set up.
